SCENARIO_ID,PNODE_NAME,PERIOD_ID,LMP
1,DR.NORTH,1-JAN-2020 01,97.03
1,DR.NORTH,1-JAN-2020 02,85.43
1,DR.NORTH,1-JAN-2020 03,99.88
1,DR.NORTH,1-JAN-2020 04,102.62
1,DR.NORTH,1-JAN-2020 05,106.90
1,DR.NORTH,1-JAN-2020 06,102.17
1,DR.NORTH,1-JAN-2020 07,127.52
1,DR.NORTH,1-JAN-2020 08,125.61
1,DR.NORTH,1-JAN-2020 09,114.00
1,DR.NORTH,1-JAN-2020 10,122.56
1,DR.NORTH,1-JAN-2020 11,146.17
1,DR.NORTH,1-JAN-2020 12,150.38
1,DR.NORTH,1-JAN-2020 13,154.50
1,DR.NORTH,1-JAN-2020 14,119.28
1,DR.NORTH,1-JAN-2020 15,105.29
1,DR.NORTH,1-JAN-2020 16,121.88
1,DR.NORTH,1-JAN-2020 17,104.19
1,DR.NORTH,1-JAN-2020 18,107.77
1,DR.NORTH,1-JAN-2020 19,105.95
1,DR.NORTH,1-JAN-2020 20,106.82
1,DR.NORTH,1-JAN-2020 21,100.91
1,DR.NORTH,1-JAN-2020 22,87.06
1,DR.NORTH,1-JAN-2020 23,88.91
1,DR.NORTH,1-JAN-2020 24,89.96
1,DR.NORTH,2-JAN-2020 01,91.44
1,DR.NORTH,2-JAN-2020 02,106.96
1,DR.NORTH,2-JAN-2020 03,96.30
1,DR.NORTH,2-JAN-2020 04,111.79
1,DR.NORTH,2-JAN-2020 05,113.40
1,DR.NORTH,2-JAN-2020 06,110.28
1,DR.NORTH,2-JAN-2020 07,106.27
1,DR.NORTH,2-JAN-2020 08,103.86
1,DR.NORTH,2-JAN-2020 09,122.38
1,DR.NORTH,2-JAN-2020 10,147.39
1,DR.NORTH,2-JAN-2020 11,145.83
1,DR.NORTH,2-JAN-2020 12,139.76
1,DR.NORTH,2-JAN-2020 13,138.20
1,DR.NORTH,2-JAN-2020 14,121.45
1,DR.NORTH,2-JAN-2020 15,113.51
1,DR.NORTH,2-JAN-2020 16,123.20
1,DR.NORTH,2-JAN-2020 17,117.05
1,DR.NORTH,2-JAN-2020 18,121.09
1,DR.NORTH,2-JAN-2020 19,106.85
1,DR.NORTH,2-JAN-2020 20,88.84
1,DR.NORTH,2-JAN-2020 21,104.31
1,DR.NORTH,2-JAN-2020 22,97.09
1,DR.NORTH,2-JAN-2020 23,74.69
1,DR.NORTH,2-JAN-2020 24,66.28
1,DR.NORTH,3-JAN-2020 01,102.56
1,DR.NORTH,3-JAN-2020 02,87.66
1,DR.NORTH,3-JAN-2020 03,100.07
1,DR.NORTH,3-JAN-2020 04,100.59
1,DR.NORTH,3-JAN-2020 05,126.70
1,DR.NORTH,3-JAN-2020 06,111.94
1,DR.NORTH,3-JAN-2020 07,107.65
1,DR.NORTH,3-JAN-2020 08,135.93
1,DR.NORTH,3-JAN-2020 09,118.23
1,DR.NORTH,3-JAN-2020 10,134.56
1,DR.NORTH,3-JAN-2020 11,125.52
1,DR.NORTH,3-JAN-2020 12,144.30
1,DR.NORTH,3-JAN-2020 13,142.41
1,DR.NORTH,3-JAN-2020 14,137.36
1,DR.NORTH,3-JAN-2020 15,106.94
1,DR.NORTH,3-JAN-2020 16,122.03
1,DR.NORTH,3-JAN-2020 17,112.09
1,DR.NORTH,3-JAN-2020 18,128.34
1,DR.NORTH,3-JAN-2020 19,88.45
1,DR.NORTH,3-JAN-2020 20,105.32
1,DR.NORTH,3-JAN-2020 21,116.10
1,DR.NORTH,3-JAN-2020 22,88.06
1,DR.NORTH,3-JAN-2020 23,100.08
1,DR.NORTH,3-JAN-2020 24,64.92
1,DR.NORTH,4-JAN-2020 01,86.73
1,DR.NORTH,4-JAN-2020 02,108.07
1,DR.NORTH,4-JAN-2020 03,101.00
1,DR.NORTH,4-JAN-2020 04,119.30
1,DR.NORTH,4-JAN-2020 05,101.24
1,DR.NORTH,4-JAN-2020 06,100.36
1,DR.NORTH,4-JAN-2020 07,132.72
1,DR.NORTH,4-JAN-2020 08,111.27
1,DR.NORTH,4-JAN-2020 09,124.71
1,DR.NORTH,4-JAN-2020 10,126.55
1,DR.NORTH,4-JAN-2020 11,134.52
1,DR.NORTH,4-JAN-2020 12,144.65
1,DR.NORTH,4-JAN-2020 13,121.18
1,DR.NORTH,4-JAN-2020 14,120.98
1,DR.NORTH,4-JAN-2020 15,120.55
1,DR.NORTH,4-JAN-2020 16,111.93
1,DR.NORTH,4-JAN-2020 17,105.06
1,DR.NORTH,4-JAN-2020 18,125.60
1,DR.NORTH,4-JAN-2020 19,108.03
1,DR.NORTH,4-JAN-2020 20,95.86
1,DR.NORTH,4-JAN-2020 21,112.67
1,DR.NORTH,4-JAN-2020 22,87.18
1,DR.NORTH,4-JAN-2020 23,105.88
1,DR.NORTH,4-JAN-2020 24,73.63
1,DR.NORTH,5-JAN-2020 01,79.29
1,DR.NORTH,5-JAN-2020 02,85.43
1,DR.NORTH,5-JAN-2020 03,94.19
1,DR.NORTH,5-JAN-2020 04,99.41
1,DR.NORTH,5-JAN-2020 05,98.86
1,DR.NORTH,5-JAN-2020 06,120.52
1,DR.NORTH,5-JAN-2020 07,112.37
1,DR.NORTH,5-JAN-2020 08,132.43
1,DR.NORTH,5-JAN-2020 09,118.07
1,DR.NORTH,5-JAN-2020 10,115.92
1,DR.NORTH,5-JAN-2020 11,123.71
1,DR.NORTH,5-JAN-2020 12,140.03
1,DR.NORTH,5-JAN-2020 13,137.09
1,DR.NORTH,5-JAN-2020 14,127.75
1,DR.NORTH,5-JAN-2020 15,138.08
1,DR.NORTH,5-JAN-2020 16,132.00
1,DR.NORTH,5-JAN-2020 17,128.91
1,DR.NORTH,5-JAN-2020 18,119.26
1,DR.NORTH,5-JAN-2020 19,105.76
1,DR.NORTH,5-JAN-2020 20,108.36
1,DR.NORTH,5-JAN-2020 21,94.76
1,DR.NORTH,5-JAN-2020 22,104.45
1,DR.NORTH,5-JAN-2020 23,87.28
1,DR.NORTH,5-JAN-2020 24,65.96
1,DR.NORTH,6-JAN-2020 01,89.29
1,DR.NORTH,6-JAN-2020 02,104.56
1,DR.NORTH,6-JAN-2020 03,100.73
1,DR.NORTH,6-JAN-2020 04,94.96
1,DR.NORTH,6-JAN-2020 05,111.49
1,DR.NORTH,6-JAN-2020 06,94.37
1,DR.NORTH,6-JAN-2020 07,122.20
1,DR.NORTH,6-JAN-2020 08,127.98
1,DR.NORTH,6-JAN-2020 09,131.67
1,DR.NORTH,6-JAN-2020 10,110.45
1,DR.NORTH,6-JAN-2020 11,137.55
1,DR.NORTH,6-JAN-2020 12,130.64
1,DR.NORTH,6-JAN-2020 13,138.92
1,DR.NORTH,6-JAN-2020 14,139.56
1,DR.NORTH,6-JAN-2020 15,121.40
1,DR.NORTH,6-JAN-2020 16,132.36
1,DR.NORTH,6-JAN-2020 17,111.35
1,DR.NORTH,6-JAN-2020 18,109.43
