SCENARIO_ID,PNODE_NAME,PERIOD_ID,LMP
1,.I.KENT    345 2,17-JUL-2020 01,30.18
1,.I.PARKCITY345 1,17-JUL-2020 01,30.18
1,.I.VICTORIA345 1,17-JUL-2020 01,30.18
1,.Z.NORTH,17-JUL-2020 01,30.06
1,.Z.SOUTH,17-JUL-2020 01,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 01,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 01,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 01,30.11
1,DR.NORTH,17-JUL-2020 01,30.06
1,DR.SOUTH_EAST,17-JUL-2020 01,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 01,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 01,30.18
1,LD.MIDWAY  345,17-JUL-2020 01,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 01,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 01,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 01,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 01,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 01,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 01,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 01,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 01,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 01,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 01,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 01,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 01,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 01,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 01,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 01,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 01,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 01,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 01,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 01,30.18
1,.I.KENT    345 2,17-JUL-2020 02,30.18
1,.I.PARKCITY345 1,17-JUL-2020 02,30.18
1,.I.VICTORIA345 1,17-JUL-2020 02,30.18
1,.Z.NORTH,17-JUL-2020 02,30.06
1,.Z.SOUTH,17-JUL-2020 02,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 02,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 02,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 02,30.11
1,DR.NORTH,17-JUL-2020 02,30.06
1,DR.SOUTH_EAST,17-JUL-2020 02,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 02,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 02,30.18
1,LD.MIDWAY  345,17-JUL-2020 02,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 02,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 02,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 02,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 02,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 02,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 02,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 02,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 02,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 02,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 02,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 02,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 02,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 02,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 02,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 02,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 02,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 02,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 02,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 02,30.18
1,.I.KENT    345 2,17-JUL-2020 03,30.18
1,.I.PARKCITY345 1,17-JUL-2020 03,30.18
1,.I.VICTORIA345 1,17-JUL-2020 03,30.18
1,.Z.NORTH,17-JUL-2020 03,30.06
1,.Z.SOUTH,17-JUL-2020 03,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 03,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 03,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 03,30.11
1,DR.NORTH,17-JUL-2020 03,30.06
1,DR.SOUTH_EAST,17-JUL-2020 03,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 03,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 03,30.18
1,LD.MIDWAY  345,17-JUL-2020 03,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 03,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 03,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 03,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 03,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 03,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 03,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 03,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 03,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 03,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 03,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 03,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 03,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 03,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 03,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 03,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 03,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 03,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 03,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 03,30.18
1,.I.KENT    345 2,17-JUL-2020 04,30.18
1,.I.PARKCITY345 1,17-JUL-2020 04,30.18
1,.I.VICTORIA345 1,17-JUL-2020 04,30.18
1,.Z.NORTH,17-JUL-2020 04,30.06
1,.Z.SOUTH,17-JUL-2020 04,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 04,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 04,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 04,30.11
1,DR.NORTH,17-JUL-2020 04,30.06
1,DR.SOUTH_EAST,17-JUL-2020 04,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 04,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 04,30.18
1,LD.MIDWAY  345,17-JUL-2020 04,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 04,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 04,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 04,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 04,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 04,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 04,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 04,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 04,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 04,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 04,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 04,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 04,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 04,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 04,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 04,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 04,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 04,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 04,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 04,30.18
1,.I.KENT    345 2,17-JUL-2020 05,30.18
1,.I.PARKCITY345 1,17-JUL-2020 05,30.18
1,.I.VICTORIA345 1,17-JUL-2020 05,30.18
1,.Z.NORTH,17-JUL-2020 05,30.06
1,.Z.SOUTH,17-JUL-2020 05,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 05,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 05,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 05,30.11
1,DR.NORTH,17-JUL-2020 05,30.06
1,DR.SOUTH_EAST,17-JUL-2020 05,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 05,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 05,30.18
1,LD.MIDWAY  345,17-JUL-2020 05,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 05,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 05,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 05,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 05,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 05,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 05,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 05,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 05,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 05,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 05,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 05,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 05,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 05,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 05,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 05,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 05,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 05,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 05,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 05,30.18
1,.I.KENT    345 2,17-JUL-2020 06,30.18
1,.I.PARKCITY345 1,17-JUL-2020 06,30.18
1,.I.VICTORIA345 1,17-JUL-2020 06,30.18
1,.Z.NORTH,17-JUL-2020 06,30.06
1,.Z.SOUTH,17-JUL-2020 06,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 06,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 06,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 06,30.11
1,DR.NORTH,17-JUL-2020 06,30.06
1,DR.SOUTH_EAST,17-JUL-2020 06,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 06,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 06,30.18
1,LD.MIDWAY  345,17-JUL-2020 06,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 06,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 06,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 06,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 06,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 06,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 06,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 06,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 06,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 06,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 06,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 06,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 06,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 06,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 06,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 06,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 06,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 06,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 06,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 06,30.18
1,.I.KENT    345 2,17-JUL-2020 07,30.18
1,.I.PARKCITY345 1,17-JUL-2020 07,30.18
1,.I.VICTORIA345 1,17-JUL-2020 07,30.18
1,.Z.NORTH,17-JUL-2020 07,30.06
1,.Z.SOUTH,17-JUL-2020 07,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 07,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 07,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 07,30.11
1,DR.NORTH,17-JUL-2020 07,30.06
1,DR.SOUTH_EAST,17-JUL-2020 07,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 07,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 07,30.18
1,LD.MIDWAY  345,17-JUL-2020 07,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 07,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 07,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 07,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 07,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 07,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 07,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 07,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 07,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 07,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 07,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 07,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 07,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 07,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 07,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 07,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 07,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 07,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 07,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 07,30.18
1,.I.KENT    345 2,17-JUL-2020 08,30.18
1,.I.PARKCITY345 1,17-JUL-2020 08,30.18
1,.I.VICTORIA345 1,17-JUL-2020 08,30.18
1,.Z.NORTH,17-JUL-2020 08,30.06
1,.Z.SOUTH,17-JUL-2020 08,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 08,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 08,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 08,30.11
1,DR.NORTH,17-JUL-2020 08,30.06
1,DR.SOUTH_EAST,17-JUL-2020 08,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 08,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 08,30.18
1,LD.MIDWAY  345,17-JUL-2020 08,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 08,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 08,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 08,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 08,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 08,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 08,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 08,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 08,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 08,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 08,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 08,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 08,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 08,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 08,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 08,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 08,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 08,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 08,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 08,30.18
1,.I.KENT    345 2,17-JUL-2020 09,30.18
1,.I.PARKCITY345 1,17-JUL-2020 09,30.18
1,.I.VICTORIA345 1,17-JUL-2020 09,30.18
1,.Z.NORTH,17-JUL-2020 09,30.06
1,.Z.SOUTH,17-JUL-2020 09,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 09,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 09,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 09,30.11
1,DR.NORTH,17-JUL-2020 09,30.06
1,DR.SOUTH_EAST,17-JUL-2020 09,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 09,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 09,30.18
1,LD.MIDWAY  345,17-JUL-2020 09,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 09,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 09,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 09,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 09,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 09,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 09,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 09,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 09,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 09,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 09,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 09,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 09,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 09,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 09,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 09,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 09,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 09,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 09,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 09,30.18
1,.I.KENT    345 2,17-JUL-2020 10,30.18
1,.I.PARKCITY345 1,17-JUL-2020 10,30.18
1,.I.VICTORIA345 1,17-JUL-2020 10,30.18
1,.Z.NORTH,17-JUL-2020 10,30.06
1,.Z.SOUTH,17-JUL-2020 10,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 10,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 10,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 10,30.11
1,DR.NORTH,17-JUL-2020 10,30.06
1,DR.SOUTH_EAST,17-JUL-2020 10,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 10,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 10,30.18
1,LD.MIDWAY  345,17-JUL-2020 10,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 10,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 10,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 10,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 10,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 10,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 10,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 10,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 10,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 10,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 10,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 10,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 10,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 10,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 10,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 10,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 10,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 10,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 10,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 10,30.18
1,.I.KENT    345 2,17-JUL-2020 11,30.18
1,.I.PARKCITY345 1,17-JUL-2020 11,30.18
1,.I.VICTORIA345 1,17-JUL-2020 11,30.18
1,.Z.NORTH,17-JUL-2020 11,30.06
1,.Z.SOUTH,17-JUL-2020 11,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 11,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 11,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 11,30.11
1,DR.NORTH,17-JUL-2020 11,30.06
1,DR.SOUTH_EAST,17-JUL-2020 11,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 11,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 11,30.18
1,LD.MIDWAY  345,17-JUL-2020 11,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 11,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 11,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 11,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 11,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 11,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 11,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 11,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 11,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 11,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 11,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 11,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 11,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 11,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 11,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 11,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 11,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 11,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 11,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 11,30.18
1,.I.KENT    345 2,17-JUL-2020 12,30.18
1,.I.PARKCITY345 1,17-JUL-2020 12,30.18
1,.I.VICTORIA345 1,17-JUL-2020 12,30.18
1,.Z.NORTH,17-JUL-2020 12,30.06
1,.Z.SOUTH,17-JUL-2020 12,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 12,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 12,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 12,30.11
1,DR.NORTH,17-JUL-2020 12,30.06
1,DR.SOUTH_EAST,17-JUL-2020 12,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 12,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 12,30.18
1,LD.MIDWAY  345,17-JUL-2020 12,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 12,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 12,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 12,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 12,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 12,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 12,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 12,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 12,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 12,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 12,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 12,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 12,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 12,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 12,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 12,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 12,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 12,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 12,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 12,30.18
1,.I.KENT    345 2,17-JUL-2020 13,30.18
1,.I.PARKCITY345 1,17-JUL-2020 13,30.18
1,.I.VICTORIA345 1,17-JUL-2020 13,30.18
1,.Z.NORTH,17-JUL-2020 13,30.06
1,.Z.SOUTH,17-JUL-2020 13,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 13,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 13,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 13,30.11
